gene,value
CD44,13.74
CD44,6.13
FJX1,10.09
TRIM44,11.67
LDLRAD3,11.46
PRR5L,10.6
RAG1,4.71
C11orf74,10.51
API5,13.22
TTC17,10.86
RP11-484D2.4; TTC17,10.42
ALKBH3; SEC14L1P1,7.21
C11orf96,4.79
ACCSL,3.56
ACCS,5.78
EXT2,10.54
CD82,7.94
TSPAN18,6.0
PRDM11,4.99
LOC399886; RP11-430H10.2; FLJ41423,6.35
DKFZp779M0652; CTD-2210P24.4,7.17
SLC35C1,6.55
MAPK8IP1,5.93
GYLTL1B,9.26
CREB3L1,4.82
DGKZ,6.46
MDK,10.44
ATG13,11.05
ARHGAP1,7.78
ZNF408,8.46
F2,4.57
C11orf49,8.98
DDB2,8.0
NR1H3,8.4
MADD,9.52
SLC39A13,8.16
FAM180B,5.75
PTPRJ,11.44
OR4B1,3.75
OR4X2,4.22
OR4X1,5.42
OR4S1,4.45
OR4C3,5.18
OR4A47,3.91
TRIM49B,6.57
OR4C13,3.96
OR4C45,4.49
OR4A8,3.92
OR4A5,5.34
TRIM48,4.82
OR4A16,4.17
OR4A15,5.36
OR4C15,3.76
OR4C16,3.94
OR4P4,4.54
OR4S2,4.16
OR4C6,5.42
OR5D13,4.06
OR5D14,3.26
OR5L1,4.42
OR5D18,3.45
OR5L2,5.48
OR5D16,6.62
TRIM51,5.74
OR5AS1,4.64
OR8I2,5.3
OR8H2,4.62
OR8H3,3.73
OR5J2,3.56
OR5T3,4.36
OR5T1,5.01
OR8K3,3.56
OR8K1,3.49
OR8J1,4.52
OR8U1; OR8U8,6.01
OR5AL1,4.57
OR5AR1,5.42
OR9G1; OR9G9,6.73
OR5AK2,3.94
LRRC55,5.85
P2RX3,5.53
RTN4RL2,6.25
SMTNL1,7.75
SERPING1,5.16
ZDHHC5,12.17
OR9Q1,3.69
OR6Q1,5.42
OR9Q2,4.52
OR1S1,3.88
FAM111B,12.94
FAM111A,12.68
DTX4,6.36
OR5AN1,3.99
OR5A1,5.33
OR4D6,4.34
OR4D10,3.4
OR4D11,5.45
OR4D9,4.54
OOSP2,4.72
MS4A3,4.96
MS4A2,4.14
MS4A4A,3.85
MS4A5,5.36
MS4A1,4.7
MS4A12,5.45
MS4A13,4.78
MS4A8,6.47
MS4A18,5.02
MS4A15,4.31
MS4A10,5.65
CCDC86,9.49
ZP1,4.97
TMEM109,13.59
TMEM132A,10.53
CD6,6.26
CD5,6.58
PGA3; PGA4,5.81
TKFC,8.31
TMEM138,14.59
TMEM216,7.52
SDHAF2,7.98
LRRC10B,5.05
DAGLA,7.35
MYRF,6.44
BEST1,6.26
INCENP,10.52
SCGB1D1,6.14
SCGB2A1,4.29
SCGB1D2,7.22
SCGB2A2,6.08
ASRGL1,7.67
SCGB1A1,4.42
ROM1,6.88
METTL12; SNORA57,5.97
UQCC3,8.8
GNG3,5.1
POLR2G,8.05
TAF6L,7.3
TMEM179B; MIR6748,14.98
SLC3A2,14.71
SLC22A10,5.51
SLC22A9,5.17
LGALS12,4.22
RARRES3,7.19
RTN3,14.04
C11orf84,8.34
MARK2,9.78
NAA40,9.31
STIP1,14.55
FERMT3,4.43
VEGFB,8.99
FKBP2,9.88
PLCB3,8.48
GPR137,7.85
ESRRA,6.84
PRDX5,9.8
CCDC88B,6.36
RPS6KA4,6.5
SLC22A11,7.82
SLC22A12,8.72
MAP4K2,4.24
MEN1,12.62
SAC3D1,8.22
CDCA5,5.52
ZFPL1,10.01
MRPL49,11.57
SPDYC,5.17
CAPN1,10.33
SLC22A20,4.29
POLA2,9.0
CDC42EP2,8.81
DPF2,12.89
TIGD3,6.22
FRMD8,4.73
SCYL1,8.46
PCNXL3,7.95
KAT5,7.74
OVOL1,4.3
SNX32,7.74
MUS81,9.04
CTSW,5.8
CCDC85B,5.83
DRAP1,13.05
TSGA10IP,7.63
SART1,9.55
BANF1,15.58
CST6,6.29
PACS1,9.92
KLC2,9.61
RAB1B,14.32
CNIH2,6.62
TMEM151A,5.09
NPAS4,5.09
PELI3,5.33
ACTN3,6.34
CCS,7.8
RCE1; C11orf80,8.48
LRFN4,6.76
C11orf86,4.6
SYT12,5.69
RHOD,9.3
KDM2A,10.55
ADRBK1,6.45
ANKRD13D,7.12
SSH3,11.01
TBC1D10C,5.16
RPS6KB2,8.89
CABP4,6.11
AIP,8.56
GSTP1,5.86
NDUFV1,11.16
ALDH3B1,8.03
NDUFS8; MIR4691; MIR7113,11.55
LRP5,8.15
PPP6R3,12.97
PPP6R3,10.8
GAL,5.19
IGHMBP2,8.64
TPCN2,7.26
CCND1,14.08
ANO1,5.8
FADD,8.88
PPFIA1,8.41
CTTN,11.84
SHANK2-AS3,6.7
FAM86C1,8.81
DEFB108B,5.63
LOC100129216,5.63
RNF121,10.89
IL18BP,8.36
LRTOMT,8.65
FOLR1,4.21
FOLR2,5.03
INPPL1,9.77
LINC01537,5.15
ATG16L2,6.47
P2RY2,6.06
P2RY6,7.11
ARHGEF17,6.26
RELT,7.16
PLEKHB1,9.0
MRPL48,8.54
PAAF1,8.92
DNAJB13,4.21
PPME1,12.31
RNF169,10.23
SPCS2,10.31
SLCO2B1,4.97
TPBGL,3.8
RPS3; SNORD15A,15.04
SERPINH1,8.18
MOGAT2,4.25
DGAT2,10.28
UVRAG,10.13
UVRAG,7.39
LOC100506127; RP11-111M22.2; LOC387790,6.43
EMSY,12.57
TSKU,8.76
ACER3,9.41
B3GNT6,5.79
CAPN5,8.26
OMP,6.3
MYO7A,5.3
AQP11,7.46
AAMDC,10.51
THRSP,4.87
KCTD21-AS1,7.23
USP35,9.0
RPS28,14.57
PCF11,12.8
ANKRD42,9.65
TMEM126B,11.49
TMEM126A,8.35
CCDC83,4.12
EED; MIR6755,9.02
C11orf73,10.83
CCDC81,6.73
PRSS23,7.57
TMEM135,8.83
TYR,4.47
TRIM77,4.98
TRIM49D1; TRIM49D2,4.43
TRIM64,4.0
TRIM49C,6.53
UBTFL1,3.64
NAALAD2,4.7
FAT3,6.19
MTNR1B,5.5
CCDC67,3.9
CEP295,9.41
C11orf54,10.98
MED17,11.75
HEPHL1,4.29
PANX1,12.09
IZUMO1R,6.02
ANKRD49,9.14
C11orf97,4.63
KDM4D,5.19
KDM4E,4.95
SRSF8,10.83
ENDOD1,7.93
CEP57,12.31
JRKL,9.25
CNTN5,3.54
ARHGAP42,9.94
TMEM133,7.27
CEP126,6.88
C11orf70,9.17
YAP1,11.68
DYNC2H1,7.84
DDI1,4.86
GRIA4,4.43
AASDHPPT,12.52
ELMOD1,4.65
RAB39A,8.79
CUL5,13.77
ACAT1,11.02
ATM,11.94
DDX10,10.37
C11orf87,5.33
ZC3H12C,9.65
FDX1,9.27
C11orf53,5.18
COLCA2,5.62
C11orf88,3.39
LAYN,7.74
SIK2,10.44
C11orf1,11.31
HSPB2; C11orf52; HSPB2-C11orf52,7.08
DIXDC1,6.38
DLAT,11.26
C11orf57,12.03
NCAM1,9.44
NCAM1,4.4
TTC12,9.23
ANKK1,4.94
CLDN25,5.9
HTR3B,4.85
HTR3A,5.41
ZBTB16,6.21
NNMT,6.52
NXPE2,5.0
APOC3,8.29
PAFAH1B2,13.89
SIDT2,8.15
TAGLN,12.71
RNF214,8.26
CEP164,8.0
IL10RA,4.49
TMPRSS4,3.67
CD3E,6.83
CD3G,4.47
UBE4A,13.61
KMT2A,11.25
ARCN1,13.92
PHLDB1; MIR6716,8.85
CXCR5,6.06
UPK2,6.36
FOXR1,5.12
CCDC84,8.22
TRAPPC4; MIR3656,10.68
VPS11,9.41
HMBS,5.49
C2CD2L,8.35
HINFP,11.32
ABCG4,4.87
NLRX1,6.68
PDZD3,4.85
CBL,9.61
RNF26,8.59
OAF,7.27
OAF,7.44
POU2F3,5.42
TMEM136,9.7
ARHGEF12,12.63
GRIK4,4.75
TBCEL,11.27
TECTA,4.94
SC5D,10.79
SORL1,5.16
UBASH3B,13.04
CRTAM,3.81
C11orf63,5.8
OR8D4,3.83
OR4D5,3.54
OR10G4,4.98
OR10G9,5.17
OR10G8,4.84
VWA5A,4.46
OR8G2,4.0
OR8G1,5.09
OR8G5,4.63
OR8A1,3.88
PANX3,5.13
TBRG1,9.26
SPA17,10.23
NRGN,5.56
ROBO3,5.67
HEPN1,5.38
CCDC15,7.59
SLC37A2,6.81
PKNOX2,8.06
LOC403312; AP000708.1,3.72
EI24,11.61
PATE1,6.72
PATE3,5.51
PATE4,7.45
HYLS1,9.54
DDX25,5.87
FAM118B,11.31
FOXRED1,6.59
TIRAP,7.51
DCPS,8.23
ST3GAL4,6.98
KIRREL3-AS3,6.67
FLI1,9.85
KCNJ5,5.05
BARX2,4.41
TMEM45B,5.01
APLP2,15.78
ST14,4.99
ADAMTS15,7.32
C11orf44,7.49
NTM,5.12
JAM3,5.62
VPS26B,9.92
ACAD8,8.53
GLB1L3,3.76
GLB1L2,6.25
SIRT3,8.65
IFITM3,16.37
SIGIRR,7.53
ANO9,6.18
RNH1,9.9
HRAS,9.16
LMNTD2,6.89
IRF7,4.13
CDHR5,6.03
SCT,3.95
DEAF1,7.66
PDDC1,8.78
CEND1,7.03
SLC25A22,8.13
POLR2L,11.65
CHID1,11.31
MUC6,4.94
TOLLIP,8.61
MOB2,6.03
DUSP8,4.24
KRTAP5-1,11.36
KRTAP5-2,6.91
PRR33,5.15
TH,6.54
ASCL2,4.66
C11orf21,5.52
TRPM5,4.69
CDKN1C,7.39
SLC22A18AS,7.15
PHLDA2,9.55
NAP1L4,12.36
CARS,10.39
OSBPL5,5.25
OSBPL5,3.87
MRGPRG,5.04
MRGPRE,5.77
ZNF195,11.88
ART5,4.7
CHRNA10; NUP98,12.66
NUP98,9.44
RHOG,9.19
OR52B4,4.68
TRIM21,6.95
C11orf40,5.57
TRIM68,7.72
OR51E2,4.53
OR51F1,3.81
OR52R1,4.91
OR51S1,5.55
OR51H1,5.0
OR51G2,4.09
OR51G1,4.26
OR51A4,4.68
OR51A2,3.88
OR52E2,5.26
OR52A5,3.85
OR52A1,4.52
OR52Z1,5.04
OR51V1,3.61
HBB,5.32
HBD,4.68
OR51B4,6.66
OR51B2,4.35
OR51I1,3.74
UBQLN3,4.61
UBQLNL,4.42
OR52H1,5.16
TRIM5,9.15
TRIM22,4.91
OR52N5,4.28
OR52N1,4.68
OR52E6,5.9
OR52E8,5.43
OR56A5,5.15
OR52L1,4.74
OR56A4,4.13
OR56A1,4.2
OR52B2,4.24
FAM160A2,8.28
PRKCDBP,4.33
APBB1,8.1
HPX,8.34
TRIM3,5.74
ARFIP2,9.83
RRP8,5.58
TPP1,12.28
DCHS1,5.07
MRPL17,11.96
OR2AG2,3.86
OR6A2,4.89
OR2D2,3.64
ZNF214,6.5
CYB5R2,10.46
OR5P2,6.7
OR5P3,5.33
OR10A6,3.48
OR10A3,3.59
NLRP10,4.55
RIC3,5.7
LMO1,7.29
STK33,5.98
TRIM66,5.94
ST5,6.34
ST5,5.68
ST5,5.82
C11orf16,6.29
ASCL3,5.69
TMEM9B,11.22
NRIP3,6.31
SCUBE2,5.24
DENND5A,9.86
TMEM41B,11.94
SBF2,11.42
MTRNR2L8; MIR4485,16.76
RNF141,11.6
LYVE1,5.14
MRVI1,6.86
EIF4G2; SNORD97,13.98
GALNT18,7.89
CSNK2A3,11.75
DKK3,8.47
BTBD10,9.87
PTH,4.9
RRAS2,12.22
CYP2R1,9.71
CALCA,7.65
SOX6; MIR6073,6.98
PLEKHA7,7.3
RPL36A,8.03
KCNJ11,8.13
ABCC8,4.56
USH1C,7.25
SAAL1,9.34
HPS5,10.99
TSG101,12.7
UEVLD,13.02
SPTY2D1,8.39
IGSF22,4.54
PTPN5,7.53
MRGPRX1,3.75
MRGPRX2,5.07
CSRP3,5.0
E2F8,12.49
DBX1,3.84
FANCF,10.96
SVIP,8.37
CCDC179,5.51
MUC15,5.36
SLC5A12,7.81
CCDC34,11.6
CCDC34,6.23
LGR4,13.8
LIN7C,13.5
BDNF,9.25
KIF18A,13.92
KCNA4,5.24
MPPED2,5.03
IMMP1L,8.3
PAX6,7.07
WT1,5.28
CCDC73,5.65
CSTF3,13.83
FBXO3,9.88
LMO2,3.9
ABTB2,6.53
CAT,4.56
ELF5,4.94
APIP,4.11
SLC1A2,5.86
PAMR1,6.15
COMMD9,7.54
TRAF6,9.51
RAG2,4.17
LRRC4C,5.78
ALX4,3.33
TP53I11,8.29
TP53I11,4.95
TP53I11,8.26
SYT13,5.7
CHST1,8.69
CRY2,3.48
C11orf94,5.09
PEX16,6.35
PHF21A,12.42
CHRM4,4.28
AMBRA1,11.78
HARBI1,6.84
ARHGAP1,11.85
CKAP5; SNORD67,13.22
CKAP5,8.66
LRP4,5.57
ARFGAP2,9.04
PACSIN3,8.56
ACP2,9.49
MYBPC3,5.19
SPI1,7.38
PSMC3,10.73
RAPSN,5.65
CELF1,12.54
CELF1,7.75
KBTBD4,11.14
C1QTNF4,4.87
MTCH2,15.29
AGBL2,6.14
FNBP4,11.54
NUP160,11.66
OR4C5,4.22
TRIM64C,6.51
FOLH1,5.57
OR4C12,4.66
OR4C46,4.49
OR4C11,4.05
OR5W2,3.94
OR5I1,5.37
OR10AG1,6.58
OR5F1,4.09
OR8J3,4.45
OR8K5,4.55
OR8J2,4.01
OR5T2,4.79
OR8H1,5.02
OR5R1,5.35
OR5M9,4.02
OR5M3,4.05
OR5M8,4.44
OR5M11,5.37
OR5M10,4.61
OR5M1,4.15
OR5AP2,3.82
OR9G4,5.35
OR5G5P; OR5G3,4.33
APLNR,4.56
TNKS1BP1,6.98
SSRP1,11.68
PRG3,5.04
SLC43A1,7.79
TIMM10,11.49
UBE2L6,11.1
UBE2L6,7.93
YPEL4,4.26
MED19,7.1
BTBD18,4.08
OR9I1,4.62
OR1S2,4.7
OR10Q1,4.33
OR10W1,4.86
OR5B17,4.43
OR5B3,5.13
OR5B2,4.54
OR5B12,3.49
OR5B21,4.57
LPXN,7.61
GLYAT,4.5
GLYATL2,4.72
MPEG1,4.65
OR5A2,5.94
OSBP,9.87
PATL1,11.97
OR10V1,4.48
FABP5,8.75
MRPL16,10.14
GIF,4.61
TCN1,5.87
MS4A6A,4.69
MS4A4E,5.6
PTGDR2,6.72
PRPF19,10.34
PRPF19,7.12
SLC15A3,6.25
VPS37C,8.19
VWCE,6.45
DDB1,12.91
CYB561A3,8.55
CPSF7,10.89
SYT7,5.07
TMEM258; MIR611,11.31
FADS1; MIR1908,12.89
FADS3,8.61
RAB3IL1,9.33
FTH1,17.18
SCGB1D4,5.99
AHNAK,9.58
MTA2,12.21
EML3,7.76
B3GAT3,6.05
GANAB,13.83
UBXN1,11.91
LRRN4CL,4.33
ZBTB3,6.34
TMEM223,5.68
NXF1,11.17
STX5,8.24
WDR74,11.59
CHRM1,5.24
SLC22A6,6.54
SLC22A8,4.26
SLC22A24,3.8
SLC22A25,4.85
HRASLS5,5.33
HRASLS2,4.96
PLA2G16,11.66
ATL3,12.79
C11orf95,14.51
RCOR2,4.15
MACROD1,7.18
TRPT1,7.85
PPP1R14B,12.16
BAD,7.64
TRMT112,12.98
NRXN2,4.76
RASGRP2,6.34
PYGM,4.21
SF1,7.4
SF1,8.41
MEN1,8.85
CDC42BPG,3.78
EHD1,10.26
ATG2A,8.86
GPHA2,6.34
C11orf85,5.75
BATF2,5.72
NAALADL1,7.21
TMEM262,6.46
ZNHIT2,5.72
SLC25A45,6.57
LTBP3,7.86
SSSCA1-AS1,6.23
KCNK7,6.12
MAP3K11,11.64
RELA,11.3
RNASEH2C,9.09
AP5B1,5.56
EFEMP2,7.21
FIBP,8.05
FOSL1,13.97
C11orf68,9.12
EIF1AD,10.65
CATSPER1,5.11
GAL3ST3,6.9
YIF1A,9.55
CD248,6.36
RIN1,6.04
BRMS1,8.53
B4GAT1,8.04
SLC29A2,7.36
MRPL11,8.89
ZDHHC24,6.61
CTSF,7.1
CCDC87,5.76
RBM4B,8.98
SPTBN2,6.91
PC,6.92
PC,5.53
PPP1CA,14.36
GPR152,5.75
PITPNM1,6.17
CDK2AP2,9.08
CABP2,7.46
C11orf72,5.19
NUDT8,8.41
TBX10,6.67
ACY3,5.45
ALDH3B2,5.4
UNC93B1,8.96
CHKA,10.34
KMT5B,12.93
C11orf24,11.02
MTL5,5.51
CPT1A,8.04
MRGPRD,7.77
MRPL21,10.41
MRGPRF,7.36
FGF19,7.39
FGF4,6.62
FGF3,5.98
SHANK2,6.74
DHCR7,13.46
KRTAP5-11,8.0
LOC100133315; RP11-849H4.2,6.78
NUMA1,10.63
LAMTOR1,7.61
ANAPC15,9.69
PHOX2A,3.66
CLPB,11.32
PDE2A,5.39
FCHSD2,12.8
FAM168A,5.44
RAB6A,13.36
COA4,9.26
UCP2,11.1
UCP3,6.67
C2CD3,9.15
P4HA3,4.9
PGM2L1,10.41
KCNE3,4.7
LIPT2,6.31
CHRDL2,4.03
XRRA1,9.2
OR2AT4,3.86
ARRB1,9.81
KLHL35,3.89
GDPD5,5.34
SERPINH1,5.24
MAP6,6.52
WNT11,4.55
PRKRIR,10.39
LRRC32,7.19
GDPD4,4.35
CLNS1A,13.26
RSF1,11.87
INTS4,10.22
NDUFC2-KCTD14; NDUFC2; KCTD14,13.95
ALG8,12.98
KCTD21,7.97
GAB2,5.23
NARS2,10.58
TENM4,6.0
FAM181B,6.3
PRCP,10.98
RAB30,8.79
CCDC90B,12.05
DLG2,3.86
CREBZF,10.59
CCDC89,3.67
SYTL2,8.85
PICALM,14.07
ME3,7.72
FZD4,7.62
RAB38,4.26
CTSC,14.0
GRM5,3.99
NOX4,3.63
TRIM49,6.29
TRIM64B,6.48
TRIM49D2; TRIM49D1,4.33
CHORDC1,15.32
SLC36A4,11.36
SMCO4,6.76
TAF1D; SNORA8; SNORA18; SNORA40; SNORA1; SNORA25; SNORA32; SNORD5; MIR1304,12.46
VSTM5,5.63
GPR83,4.46
MRE11A,12.03
AMOTL1,7.69
CWC15,10.27
SESN3,4.53
SESN3,3.19
FAM76B,10.26
MTMR2,13.34
MAML2,11.14
CCDC82,13.22
PGR,4.78
TRPC6,6.54
ANGPTL5,5.0
BIRC3,7.54
TMEM123,15.84
MMP7,5.65
MMP20,5.04
MMP27,4.07
MMP8,4.77
MMP10,5.45
MMP1,11.33
MMP3,6.62
MMP12,4.33
MMP13,4.27
DCUN1D5,12.72
PDGFD,5.41
CASP12,4.13
CASP4,9.57
CASP5,5.26
CARD18,4.03
MSANTD4,10.64
KBTBD3,5.53
GUCY1A2,4.93
CWF19L2,9.7
ALKBH8,8.8
SLN,4.75
SLC35F2,12.42
NPAT,10.37
C11orf65,6.68
KDELC2,11.93
EXPH5,10.25
RDX,11.85
ARHGAP20,3.94
COLCA1,4.64
BTG4,3.94
PPP2R1B,12.58
CRYAB,4.82
PIH1D2,5.94
TIMM8B,11.27
IL18,10.43
PLET1,3.74
DRD2,4.59
TMPRSS5,4.64
ZW10,9.92
USP28,9.77
C11orf71,7.83
NXPE1,3.48
NXPE4,3.97
CADM1,9.84
BUD13,7.1
ZPR1,9.99
APOA5,8.37
APOA4,9.33
APOA1,7.07
SIK3,7.86
LOC100652768; PCSK7,6.36
PCSK7,7.8
BACE1,7.55
DSCAML1,5.2
TMPRSS13,4.52
SCN4B,5.88
SCN2B,7.19
AMICA1,4.67
MPZL3,8.08
MPZL2,7.83
CD3D,4.3
IFT46,9.19
TREH,3.69
DDX6,13.93
RPS25,15.23
SLC37A4,7.28
HYOU1,13.19
H2AFX,10.52
DPAGT1,12.54
CCDC153,8.02
CBL,4.9
MCAM; MIR6756,7.24
C1QTNF5; MFRP,5.09
USP2,5.62
THY1,4.7
PVRL1,5.55
TRIM29,5.2
SORL1,5.16
BLID; MIR100HG,7.0
BSX,6.61
HSPA8; SNORD14C; SNORD14D,16.42
CLMP,13.38
SCN3B,4.3
ZNF202,9.74
OR6X1,5.07
OR6M1,4.11
TMEM225,3.6
OR6T1,5.1
OR10S1,5.06
OR10G7,4.49
OR8D1,5.31
OR8D2,3.98
OR8B2,3.63
OR8B3,4.42
OR8B4,3.75
OR8B8,5.15
OR8B12,6.45
SIAE,10.43
VSIG2,7.08
ESAM,7.27
MSANTD2,9.81
ROBO4,5.4
HEPACAM,4.14
TMEM218,7.58
FEZ1,4.16
ACRV1,5.96
PATE2,4.96
PUS3,9.42
CDON,5.66
RPUSD4,8.69
SRPR,12.69
KIRREL3,7.48
KIRREL3,8.59
KIRREL3,9.99
KIRREL3,7.2
ETS1,12.28
KCNJ1,4.14
C11orf45,5.49
TP53AIP1,5.12
ARHGAP32,8.9
NFRKB,6.61
NFRKB,8.66
PRDM10,8.51
ZBTB44,10.36
ADAMTS8,5.7
LOC103611081; LOC100507431; RP11-890B15.3; RP11-890B15.2; klerglaw,5.56
SNX19,9.49
OPCML,3.63
OPCML,6.71
SPATA19,4.34
IGSF9B,7.06
NCAPD3,11.04
THYN1,8.84
B3GAT1,6.22
IFITM2,15.37
IFITM1,11.49
TRIM6,9.6
TRIM34,7.08
TRIM6-TRIM34,7.69
TRIM22,5.46
OR56B1,3.5
TIMM10B,12.95
DNHD1,4.85
AMPD3,6.08
AMPD3,5.21
MICAL2,6.67
MICAL2,12.92
CALCB,4.76
C11orf58,14.88
NUCB2,14.01
RCN1,4.52
RCN1,13.31
NAT10,10.54
MIR670HG; HSD17B12,5.02
HSD17B12,13.5
CRY2,5.9
PTPMT1,9.59
NDUFS3,11.37
CLP1; AP000662.4,5.23
CLP1,7.67
TMX2-CTNND1,12.31
TMX2; C11orf31,12.91
CTNND1,14.07
ZFP91,12.53
CNTF,6.16
ZFP91-CNTF,13.12
GLYATL1,4.21
GLYATL1,5.84
STX3,10.8
MS4A6E,6.46
MS4A7,5.0
MS4A14,5.61
PGA4,6.14
PGA5,6.07
SDHAF2,10.06
PPP1R32,5.05
FEN1,12.31
FADS2,13.92
TTC9C,11.53
TTC9C,8.24
COX8A,14.59
OTUB1,12.35
FLRT1,5.31
NUDT22,6.38
DNAJC4,9.44
KCNK4,7.48
TEX40,6.2
PPP2R5B,5.6
PPP2R5B,6.52
ARL2,12.75
SNX15,7.34
ARL2-SNX15,9.92
TM7SF2,9.22
VPS51,5.7
SSSCA1,9.51
FAM89B,8.35
EHBP1L1,9.43
SIPA1,5.4
SF3B2,4.92
SF3B2,11.16
DPP3,10.94
BBS1,7.12
RBM14,12.61
RBM14-RBM4,13.31
RBM4,12.73
RAD9A,3.85
RAD9A,9.83
CARNS1,5.26
CARNS1,8.77
TCIRG1,9.87
MYEOV,8.31
MYEOV,9.14
NADSYN1,8.84
NADSYN1,5.46
KRTAP5-7,7.17
KRTAP5-8,7.15
KRTAP5-9,4.77
KRTAP5-10,4.48
FOLR3,5.26
POLD3,11.35
NEU3,6.82
DDIAS,10.16
FOLH1B,5.15
FUT4,6.75
PIWIL4,4.3
AMOTL1,11.57
BIRC3,12.07
BIRC2,12.79
SDHD,11.31
TEX12,4.12
BCO2; RPS12P21,4.53
PTS,10.4
RBM7,12.09
REXO2,13.68
ATP5L,14.45
TMEM25,4.8
TTC36,5.47
GRAMD1B,3.81
GRAMD1B,6.12
STT3A,16.47
CHEK1,13.59
IFITM5,6.59
BET1L,7.78
PIDD1,5.61
PIDD1,4.71
KRTAP5-3,8.6
KRTAP5-4,8.37
IFITM10,6.39
CTSD,13.68
IGF2; INS-IGF2,5.26
IGF2,6.61
INS; INS-IGF2,5.02
HBG2; HBG1,5.7
HBE1,6.23
OR51B5,4.75
RRP8,8.27
RP11-732A19.2; TAF10,6.39
TAF10,11.58
OVCH2,5.45
ZBED5,4.29
ZBED5,9.34
COPB1,11.67
PSMA1,10.85
RPS13; SNORD14B,14.18
PIK3C2A,12.34
SERGEF,7.9
TPH1,3.87
SAA2; SAA2-SAA4; SAA4,5.78
DCDC5; DCDC1,4.48
DCDC1,3.93
DCDC1,5.29
C11orf91,4.98
CD59,14.03
APIP,11.71
PRG2,5.67
SLC43A3,12.83
EEF1G; MIR3654,16.04
TUT1,8.58
INTS5,5.17
C11orf98; LBHD1,13.74
BSCL2,10.44
HNRNPUL2-BSCL2,10.84
HNRNPUL2,12.11
MAP4K2,6.05
CDCA5,9.39
FAU,10.89
SYVN1,11.72
CFL1,3.42
CFL1,6.13
CFL1,15.21
POLD4,8.92
CLCF1,9.68
PTPRCAP,5.65
CORO1B,8.82
TMEM134,8.85
ORAOV1,9.3
ORAOV1,8.28
ALG1L9P,8.57
ZNF705E,6.27
ARAP1,7.0
STARD10,9.24
PAK1,7.42
CASP1,6.04
CARD16,7.46
CARD17,6.04
POU2AF1,4.86
POU2AF1,3.95
ALG9,9.21
FDXACB1,6.98
FXYD2,4.82
FXYD6; FXYD6-FXYD2; FXYD2,5.9
BCL9L,10.73
IQSEC3,8.54
CCDC77,9.98
B4GALNT3,6.43
WNK1,10.52
WNK1,7.47
ERC1,8.52
WNT5B,10.01
ADIPOR2,11.29
LRTM2,7.14
FKBP4,12.99
TEAD4,6.47
TSPAN9,7.98
PRMT8,4.36
CCND2,8.1
TIGAR,9.69
RAD51AP1,11.72
KCNA1,5.09
KCNA5,7.6
CD9,15.19
PLEKHG6,4.89
LTBR,9.9
NCAPD2,10.8
GAPDH,16.88
COPS7A,9.3
PTMS,12.75
LAG3,4.76
CD4,4.21
GNB3,6.22
USP5,10.99
TPI1,11.89
ENO2,6.1
ATN1,8.55
C12orf57; RNU7-1,11.44
PTPN6,4.37
CLSTN3,7.58
PEX5,7.19
ACSM4,5.94
DPPA3,5.2
NANOGNB,5.61
NANOG,5.17
FOXJ2,9.2
NECAP1,10.49
CLEC6A,5.11
CLEC4D,3.9
RIMKLB,7.74
A2ML1,5.16
PHC1,9.22
KLRG1,6.48
CLEC2D,7.32
KLRF1,5.32
KLRF2,4.3
CLEC12A,4.2
CLEC12B,5.66
CLEC9A,5.2
TMEM52B,8.02
GABARAPL1,12.19
KLRD1,4.47
PRH2,5.19
SMIM10L1,6.45
ETV6,10.6
BCL2L14,6.0
BORCS5,6.37
CREBL2,10.88
CDKN1B,10.66
APOLD1; DDX47,12.94
GPRC5A; MIR614,13.57
FAM234B,7.07
EMP1,6.36
ATF7IP,13.43
PLBD1,3.68
H2AFJ,9.33
C12orf60,7.06
PDE6H,4.08
PTPRO,5.72
PTPRO,4.18
STRAP,14.61
DERA,11.06
PIK3C2G,8.89
CAPZA3,4.95
PLEKHA5,10.06
PDE3A,5.37
SLCO1C1,5.28
IAPP,7.02
PYROXD1,11.38
GOLT1B,13.04
SPX,11.94
CMAS,11.78
ETNK1,11.48
LYRM5,8.71
KRAS,5.91
RASSF8,9.4
FGFR1OP2,10.15
STK38L,9.4
ARNTL2,11.92
SMCO2,6.21
PPFIBP1,10.7
REP15,5.23
MRPS35,12.28
KLHL42,8.1
CCDC91,12.84
FAR2,9.79
TSPAN11,6.16
DDX11,10.55
DDX11,4.94
DDX11,4.94
METTL20,5.13
KIAA1551,9.89
BICD1,10.13
DNM1L,10.8
ALG10,9.45
ALG10B,9.27
C12orf40,4.34
LRRK2,5.84
MUC19,3.94
CNTN1,6.35
PDZRN4,4.36
PPHLN1,14.02
IRAK4,7.92
TMEM117,5.47
ANO6,13.43
ANO6,7.57
ARID2,10.83
SCAF11,10.05
PCED1B,9.14
TMEM106C,12.08
PFKM,11.58
CCDC184,3.92
H1FNT,5.58
ANP32D,7.28
C12orf54,5.08
OR8S1,4.35
LINC00935,4.69
CACNB3,9.44
CCDC65,4.5
WNT1,4.91
PRPH,4.98
TROAP,8.18
DNAJC22,8.28
SPATS2,11.39
KCNH3,7.19
AQP2,5.89
AQP5,7.19
AQP6,6.15
ASIC1,5.55
SMARCD1,10.87
GPD1,4.24
COX14,10.63
LARP4,12.08
DIP2B,13.2
ATF1,12.5
TMPRSS12,5.54
METTL7A,8.59
HIGD1C,3.98
