gene,value
HUWE1,13.35
PHF8,8.33
FAM120C,6.48
WNK3,7.7
FGD1,10.95
ITIH6,4.42
PFKFB1,4.99
ALAS2,5.49
FAM104B,10.93
MTRNR2L10,4.9
PAGE3,4.06
USP51,5.25
SPIN3,7.97
SPIN2B,9.89
SPIN2A,7.97
ZXDA,7.25
SPIN4,9.48
ARHGEF9; ARHGEF9-IT1,12.16
AMER1,5.96
ASB12,4.53
MTMR8,7.09
ZC4H2,13.43
LAS1L,11.08
VSIG4,4.96
EDA2R,6.05
OPHN1,6.21
PJA1,6.66
AWAT2,4.86
P2RY4,6.2
PDZD11,11.65
TEX11,3.7
SLC7A3,5.4
SNX12,8.87
CXorf65,4.24
IL2RG,5.92
MED12,4.27
RP5-1091N2.9; IL2RG,4.37
ZMYM3,7.95
CXCR3,6.03
CXorf49B; CXorf49,6.02
RGAG4,4.44
ERCC6L,8.51
RPS4X,16.15
RPS4X,5.84
CITED1,4.72
HDAC8,10.72
PHKA1,9.28
DMRTC1B; DMRTC1,5.86
PABPC1L2A,5.62
NAP1L6,4.2
NAP1L2,5.43
NAP1L2,4.97
RLIM,12.34
KIAA2022,4.8
ABCB7,11.35
ZDHHC15,8.72
MAGEE2,3.45
ATRX,12.12
MAGT1,15.69
PGAM4,6.73
TAF9B,12.74
CYSLTR1,4.74
ZCCHC5,5.16
ITM2A,6.01
BRWD3,10.08
HMGN5,9.2
RPS6KA6,9.07
HDX,11.89
SATL1,4.57
POF1B,8.53
CHM,11.71
PCDH11X,5.77
NAP1L3,5.81
PCDH19,4.34
TSPAN6,14.3
SYTL4,6.63
NOX1,5.3
XKRX,3.85
TRMT2B,11.47
TAF7L,5.16
TIMM8A,10.84
BTK,4.03
GLA,11.28
ARMCX6,5.92
ARMCX2,6.08
NXF5,4.07
ZMAT1,6.55
TCEAL6,9.37
BEX5,5.77
NXF2B; TCP11X2,4.56
TMSB15A,6.53
BEX1,6.07
NXF3,4.19
TCEAL8,11.44
TCEAL5,6.21
BEX2,6.99
MORF4L2,13.55
GLRA4,5.13
RAB9B,5.75
SLC25A53,5.86
H2BFWT,3.68
TMSB15B; RP11-722G7.1,3.65
ESX1,6.15
TEX13A,6.89
SERPINA7,3.69
MORC4,12.01
RIPPLY1,4.97
RBM41,11.62
NUP62CL,8.25
FRMPD3-AS1,4.46
TSC22D3,7.12
TEX13B,4.58
PSMD10,13.41
COL4A6,6.04
GUCY2F,4.9
AMMECR1,10.66
CHRDL1,3.94
CAPN6,3.52
DCX,5.08
TRPC5,5.45
LHFPL1,4.26
AMOT; MIR4329,5.65
IL13RA2,4.75
LRCH2,3.73
API5L1,5.58
CT83,5.59
KLHL13,7.26
KIAA1210,4.75
CXorf56,9.43
NKRF,8.71
SEPT6,10.54
RPL39; SNORA69,11.85
UPF3B,10.9
RNF113A,7.87
RHOXF2B; RHOXF2,5.01
RHOXF1,4.6
TMEM255A,4.87
LAMP2,13.28
CUL4B,13.06
C1GALT1C1,7.5
CT47B1,6.48
CT47A9; CT47A4; CT47A11,6.0
CT47A3; CT47A10,6.0
CT47A10; CT47A8; CT47A9,6.0
CT47A7; CT47A5; CT47A6,5.75
CT47A6; CT47A4,6.0
CT47A3,6.0
CT47A2,6.0
CT47A1,5.76
THOC2,11.56
TENM1,3.9
DCAF12L2,4.06
DCAF12L1,5.9
ACTRT1,4.33
SMARCA1,12.18
APLN,6.86
ZDHHC9,13.07
ELF4,10.43
ELF4,5.63
AIFM1,12.11
ZNF280C,11.68
GPR119,6.34
ENOX2,8.09
IGSF1,5.03
FRMD7,5.45
RAP2C,11.0
MBNL3,5.4
HS6ST2,4.09
HS6ST2,6.27
TFDP3,6.35
GPC4,6.88
GPC3,5.37
PLAC1,6.42
FAM122B,9.76
MOSPD1,13.8
SMIM10L2B,5.25
CT55,3.74
ZNF75D,7.45
CT45A3; CT45A4; CT45A5,4.64
CT45A5,4.51
CT45A7; CT45A6,4.66
CT45A2,4.41
CT45A6; CT45A7,4.52
CT45A8,4.32
CT45A9,4.32
CT45A10,4.07
MMGT1,12.18
MAP7D3,11.73
ARHGEF6,6.58
GPR101,4.45
FGF13; LINC00889,6.48
MCF2,4.12
ATP11C,10.54
CXorf66,4.66
SOX3,3.84
CDR1,12.11
LDOC1,4.99
SPANXC; SPANXD,11.09
MAGEC2,5.62
SPANXN3,7.25
SLITRK4,4.94
SPANXN2,4.65
CXorf51A; CXorf51B; CXorf51,4.97
MAGEA9; MAGEA9B,4.97
HSFX2; HSFX1,6.83
TMEM185A,7.24
CD99L2,9.22
GABRE; MIR224; MIR452,7.84
GABRA3,5.13
CSAG3,5.11
CSAG1,5.07
MAGEA2,9.7
MAGEA6,7.38
CETN2,14.56
PNMA5,4.53
HAUS7; TREX2,8.9
FAM58A,9.4
BCAP31,13.73
IDH3G,15.67
PDZD4,10.52
RENBP,4.72
HCFC1,11.46
IRAK1; MIR718,9.49
MECP2,8.22
TEX28,4.02
FLNA,14.83
DNASE1L1,8.86
LAGE3,10.07
UBL4A,7.57
SLC10A3,9.57
FAM3A,6.92
G6PD,14.88
CTAG1B,7.56
CTAG2,4.36
GAB3,5.01
MPP1,10.11
SMIM9,5.03
F8,6.99
CMC4; MTCP1,7.57
RAB39B,4.02
RAB39B,5.16
CLIC2,5.77
TMLHE-AS1; LOC101927830; CLIC2; RP13-228J13.1,7.3
F8A3,12.84
H2AFB3,6.19
TMLHE,11.69
STS,9.75
TCEANC,7.09
TCEANC,4.93
CA5B,11.95
PRRG1,11.17
TSPAN7,6.47
PPP1R3F,4.92
GAGE12I; GAGE12F,4.01
GAGE2B; GAGE2A; GAGE2C,5.9
GAGE1,4.54
PAGE2,4.49
PAGE5,6.22
ZC3H12B,5.73
MSN,4.23
MSN,15.77
NHSL2,6.56
NHSL2,5.03
RPL36A,13.11
HNRNPH2,14.53
RPL36A-HNRNPH2,13.12
ARMCX5-GPRASP2,10.22
ARMCX5,11.3
GPRASP2,7.75
BHLHB9,9.1
TCEAL3,7.74
TCEAL1,11.65
TMSB15B,7.06
TMSB15B,5.19
MCTS1,9.47
HPRT1,9.19
PLXNB3,5.07
SRPK3,6.51
BRCC3,13.45
IL9R,7.34
ARSD,7.91
ARSE,11.28
ASB9,10.22
FIGF,6.67
PIR,9.89
ZNF182,11.14
ZNF630,4.96
SSX5,5.24
SSX7,4.75
SSX2; SSX2B,6.06
RAB40A,5.04
IRS4,3.0
KCNE5; ACSL4,5.64
ACSL4,12.03
NKAP,5.84
NKAP,8.28
CT47A5; CT47A2; CT47A1; CT47A11; CT47A12,5.08
CT47A12; CT47A8,6.0
USP26,4.57
USP26,5.68
FAM127C,9.4
FAM127B,10.76
RBMX; SNORD61,14.13
SPANXA1,13.42
SPANXD,12.41
IDS,10.93
CXorf40B,10.15
MAGEA5,6.04
MAGEA10,4.16
MAGEA10-MAGEA5; RP11-1007I13.4,6.88
PNCK,5.1
PNCK,6.14
L1CAM,9.6
ARHGAP4,6.78
NAA10,8.96
PLCXD1,5.73
SHOX,6.36
CSF2RA,9.44
IL3RA,4.74
CD99,13.0
ZFY,8.19
TGIF2LY,4.16
PCDH11Y,3.53
TSPY2,4.89
TBL1Y,4.87
PRKY,7.44
TSPY3; TSPY4; TSPY8; TSPY1,4.51
TSPY3,4.85
TSPY3; LOC728395,4.01
TSPY10,4.46
USP9Y; TTTY15,7.51
DDX3Y,9.25
TMSB4Y,12.9
VCY1B,4.87
NLGN4Y,7.05
CDY2A,4.76
XKRY2; XKRY,5.64
HSFY2; HSFY1,4.43
TXLNGY,5.08
EIF1AY,9.01
RPS4Y2,6.12
RBMY1D; RBMY1B; RBMY1A1,3.88
RBMY1F; RBMY2FP; RBMY1J,3.77
PRY2; PRY,5.93
BPY2C; BPY2,4.2
DAZ2; DAZ3,4.47
BPY2B,4.18
DAZ2; DAZ4,4.49
CDY1,5.03
PRYP4,6.46
SPRY3,5.52
VAMP7,4.26
VAMP7,12.18
GTPBP6,5.74
PPP2R3B,5.24
CRLF2,9.8
IL3RA,6.22
SLC25A6,14.64
ASMTL,5.99
P2RY8,5.96
ZBED1,7.23
DHRSX,7.59
SRY,4.89
AMELY,4.36
FAM197Y1,5.89
UTY,7.35
VCY; VCY1B,4.84
XKRY2; XKRY,5.46
CDY2B; CDY2A,5.26
KDM5D,6.06
PRORY,6.87
PRY; PRY2,5.35
DAZ4; DAZ1,4.38
PRYP3,5.41
CDY1B; CDY1,4.72
CSPG4P1Y; DNM1P24,4.15
DAZ3,4.14
BPY2C,3.88
AKAP17A; SFRS17A,7.56
ASMT; SFRS17AandASMT,4.93
ASMT,4.88
RPS4Y1,9.35
TSPY8,4.39
LOC728395; TSPY3,5.78
TSPY1,5.69
TSPY10,4.07
CSPG4P1Y,4.71
IL9R,7.34
HSFY2,5.69
RBMY1E; RBMY1D; RBMY1B,4.12
RBMY1E; RBMY1B,4.85
RBMY1J; RBMY1F,3.94
FAM231A,7.48
ZMYND11,13.94
PRR26,6.67
GTPBP4,12.73
WDR37,10.39
AKR1E2,7.36
AKR1C4,5.98
UCN3,8.1
NET1,13.26
CALML3,7.01
FAM208B,11.41
FBXO18,12.49
RBM17,12.4
PFKFB3,11.26
ITIH2,10.79
ATP5C1,14.38
TAF3,8.5
GATA3,5.98
CELF2,7.1
CELF2,4.36
ECHDC3,11.39
PROSER2,7.96
DHTKD1,11.97
SEC61A2,11.46
CDC123,15.37
CAMK1D,11.62
CAMK1D,6.76
OPTN,13.21
MCM10,8.6
HSPA14,12.86
SUV39H2,12.39
MEIG1,5.45
OLAH,5.88
RPP38,11.44
PTER,13.56
VIM,16.22
STAM,14.83
STAM,9.79
TMEM236,7.6
MRC1,5.05
SLC39A12,3.75
CACNB2,4.75
ARL5B,14.2
MALRD1,4.3
PLXDC2,5.68
MLLT10,12.52
COMMD3-BMI1; BMI1; COMMD3,11.55
ARMC3,7.68
MSRB2,8.54
PTF1A,4.76
OTUD1,7.74
KIAA1217,9.88
THNSL1,7.73
GPR158,7.02
MYO3A,4.16
GAD2,8.03
APBB1IP,11.4
PDSS1,10.34
MASTL,10.39
RAB18,14.19
WAC,15.54
BAMBI,12.59
C10orf126,4.63
LYZL1,4.35
MAP3K8,7.76
ZEB1,14.07
KIF5B,7.4
CCDC7,10.17
CREM,11.24
CCNY,10.4
GJD4,4.56
ANKRD30A,5.87
ZNF33A,12.55
ZNF37A,12.43
BMS1,13.27
RET,5.67
CSGALNACT2,11.13
FXYD4,5.82
ZNF487,5.66
ZNF485,9.47
ZNF32-AS3,5.29
C10orf142,8.24
TMEM72,4.85
RASSF4,9.57
ZNF22,9.91
ALOX5,4.77
ALOX5,4.38
FAM21C,14.45
TIMM23,14.68
ANTXRL,6.15
AGAP9; CTGLF11P,11.6
SYT15,10.53
FRMPD2B; FRMPD2,5.66
PTPN20,4.91
GDF10,6.37
GDF2,6.2
RBP3,5.53
NPY4R; CH17-360D5.1; PPYR1,5.68
MAPK8,11.18
WDFY4,6.23
C10orf71,5.36
CHAT,8.16
SLC18A3,5.19
C10orf53,4.64
TIMM23B,12.58
AGAP6,12.54
FAM21A,14.43
ASAH2B,12.06
PRKG1,4.52
PRKG1,5.3
DKK1,14.68
MTRNR2L5,7.73
CISD1,10.96
UBE2D1,13.25
TFAM,14.02
BICC1,14.32
PHYHIPL,7.79
CDK1,12.73
C10orf107,7.78
ARID5B,14.3
ZNF365,7.98
ADO,9.32
NRBF2,8.27
JMJD1C-AS1,5.5
REEP3,11.82
LRRTM3,4.61
SIRT1,12.1
MYPN,10.42
HNRNPH3,15.05
TET1,8.34
CCAR1; SNORD98,14.45
STOX1,5.5
DDX50,11.92
DDX21,14.55
KIF1BP,13.77
SRGN,12.37
SRGN,9.64
VPS26A,14.61
SUPV3L1,11.87
HKDC1,8.81
HK1,6.99
TSPAN15,8.93
C10orf35,9.25
COL13A1,5.6
H2AFY2,12.36
AIFM2,5.22
EIF4EBP2,13.4
PALD1,5.36
ADAMTS14,4.48
SGPL1,11.04
UNC5B,4.32
SLC29A3,7.71
SLC29A3,5.2
CDH23,5.4
CHST3,7.11
ANAPC16,11.87
DDIT4,8.82
MCU,12.06
OIT3,6.52
NUDT13,8.1
FAM149B1,8.25
SEC24C,10.34
FUT11,10.03
CHCHD1,8.87
ZSWIM8,8.93
PLAU,12.44
VCL,15.44
ADK; MRPL35P3,12.16
KAT6B,9.09
SAMD8,10.12
VDAC2,14.95
ZNF503-AS2,4.84
C10orf11,8.28
RPS24,16.19
ZMIZ1,11.05
ZMIZ1,5.17
ZMIZ1,3.95
PPIF,11.86
EIF5AL1,5.9
SFTPA1,5.36
NUTM2B,4.8
MBL1P; BMS1P21,4.93
TMEM254,9.09
PLAC9,5.51
DYDC2,5.24
FAM213A,13.24
TSPAN14,12.22
SH2D4B,4.75
NRG3,4.56
GHITM,15.31
C10orf99,5.52
CDHR1,5.42
RGR,8.27
CCSER2,14.57
OPN4,4.94
LDB3,5.46
BMPR1A,13.35
SNCG,9.13
FAM35A,11.7
NUTM2A,4.77
MINPP1,10.86
PAPSS2,9.34
PTEN,14.18
RP11-380G5.2; PTEN,9.49
LIPJ,4.59
LIPF,3.93
LIPK,3.61
LIPN,5.23
LIPM,4.48
STAMBPL1,10.05
FAS,9.07
IFIT2,10.12
IFIT3,10.45
IFIT1B,4.42
IFIT1,9.58
IFIT5,10.45
KIF20B,13.79
RPP30,13.19
PCGF5,11.14
HECTD2,8.08
HECTD2,7.28
TNKS2,11.9
BTAF1,11.95
MARCH5,12.34
KIF11,12.81
HHEX,7.45
EXOC6,9.46
CYP26C1,4.41
CYP26A1,5.84
CEP55,12.14
PDE6C,6.99
LGI1,5.99
SLC35G1,6.92
PLCE1,9.01
TBC1D12,10.31
CYP2C9,5.2
ACSM6,6.07
CCNJ,10.48
ZNF518A,10.92
DNTT,3.89
DNTT,5.63
LCOR,12.4
C10orf12,10.59
FRAT1,6.64
PGAM1,13.89
ZDHHC16,11.29
UBTD1,11.42
ANKRD2,6.46
C10orf62,4.3
MARVELD1,7.8
ZFYVE27,8.57
GOLGA7B,3.97
R3HCC1L,7.37
CNNM1,6.76
NKX2-3,4.8
ABCC2,14.14
SCD,15.93
WNT8B,5.81
HIF1AN,11.38
PAX2,8.31
SLF2,11.28
SEMA4G,6.08
C10orf2,8.68
LZTS2,6.48
SFXN3,10.68
TLX1,5.3
BTRC,11.02
DPCD,9.37
HPS6,5.93
PPRC1,9.59
NOLC1,13.2
ELOVL3,3.64
GBF1,12.64
NFKB2,10.39
FBXL15,5.75
RPARP-AS1,10.54
MFSD13A,9.02
SUFU,8.13
SUFU,5.51
TRIM8,9.18
SFXN2,9.99
WBP1L,11.9
CNNM2,8.81
RPEL1,9.46
INA,13.03
TAF5,9.27
PDCD11,11.35
NEURL1,6.65
SLK,14.6
SFR1,11.54
GSTO1,9.74
CFAP58,4.35
SORCS3,5.09
ADD3,8.34
MXI1,10.89
DUSP5,8.61
SMC3,15.01
RBM20,5.58
PDCD4; MIR4680,11.82
SHOC2,11.92
ADRA2A,4.07
TECTB,4.13
ACSL5,6.19
VTI1A,10.25
TCF7L2,8.63
HABP2,5.7
CASP7,10.11
PLEKHS1,4.88
NHLRC2,13.81
ADRB1,7.43
TDRD1,5.25
VWA2,4.7
FAM160B1,10.92
TRUB1,11.49
ATRNL1,9.65
CCDC172,3.45
PNLIPRP3,4.39
PNLIP,4.57
PNLIPRP1,4.46
PNLIPRP2,5.04
ENO4,6.18
KCNK18,5.47
SLC18A2,6.63
EMX2,5.88
NANOS1,7.7
FAM45A,13.96
FAM45A,8.1
GRK5,7.83
BAG3,13.33
INPP5F,9.41
SEC23IP,13.05
PLPP4,8.25
LINC01561,5.25
WDR11,10.98
TACC2,9.45
BTBD16,7.24
PLEKHA1,12.62
ARMS2,5.5
HTRA1,10.8
DMBT1,5.56
FAM24A,5.23
PSTK,7.95
ACADSB,9.17
HMX3,5.79
HMX2,6.9
BUB3,14.89
GPR26,5.94
FAM175B,12.23
ZRANB1,12.13
EDRF1,11.0
BCCIP,12.12
FANK1,7.4
DOCK1,10.13
NPS,5.9
FOXI2,6.37
PTPRE,5.96
MGMT,6.09
GLRX3,12.19
PPP2R2D,10.92
JAKMIP3,6.16
DPYSL4,5.65
LRRC27,6.94
PWWP2B,7.5
C10orf91,6.05
INPP5A,11.38
INPP5A,6.02
ADGRA1,7.05
KNDC1,6.04
KNDC1,5.73
UTF1,6.02
VENTX,5.6
ADAM8,7.18
CYP2E1,5.97
DUX4L24; DUX4L23,6.21
DUX4L22; DUX4L21,6.21
DUX4L10; DUX4L11,6.21
DUX4L14; DUX4L15,5.89
TUBB8,10.07
DIP2C,9.09
LARP4B,11.93
IDI2,5.21
IDI1,14.45
ADARB2,5.88
PITRM1,12.71
KLF6,13.92
AKR1C8P,6.14
TUBAL3,4.48
CALML5,7.88
ASB13,5.08
GDI2,15.5
ANKRD16,8.02
IL2RA,5.0
PRKCQ,4.42
SFMBT2,5.52
ITIH5,6.2
KIN,10.59
USP6NL,9.94
UPF2,10.91
NUDT5,11.35
CCDC3,5.99
UCMA,6.14
PHYH,10.88
SEPHS1,12.19
FRMD4A,14.75
FAM107B,10.42
FAM107B,8.51
CDNF,5.71
DCLRE1C,12.01
C10orf111,4.81
NMT2,13.0
PPIAP30,6.4
FAM171A1,11.41
ITGA8,5.58
FAM188A,9.86
C1QL3,5.57
RSU1,16.41
CUBN,5.22
TRDMT1,7.96
VIM-AS1,7.38
VIM,7.5
ST8SIA6,5.47
HACD1,13.06
NEBL,4.86
C10orf113,9.21
CASC10,8.95
SKIDA1,5.11
DNAJC1,11.8
PIP4K2A,13.45
PIP4K2A,7.63
C10orf67,4.18
ARHGAP21,12.43
PRTFDC1,11.36
ENKUR,4.9
GPR158-AS1,3.98
ABI1,13.68
ANKRD26,10.97
YME1L1,15.41
ACBD5,13.62
PTCHD3,4.82
MKX,4.14
ARMC4,5.02
SVIL,10.69
KIAA1462,5.46
LYZL2,4.37
ARHGAP12,13.36
KIF5B,14.94
EPC1,10.46
ITGB1,16.77
NRP1,15.24
NRP1,11.05
PARD3,12.87
CUL2,13.0
CUL2; RP11-297A16.2,6.3
FZD8; MIR4683,4.63
MTRNR2L7,6.76
ZNF248,9.37
ZNF25,8.97
ZNF33B,12.13
RASGEF1A,6.65
HNRNPF,14.33
HNRNPF,6.23
ZNF239,6.1
ZNF32,8.34
CXCL12,7.65
C10orf10,7.98
C10orf25,6.57
OR13A1,4.75
LOC102724323; RP11-67C2.2; MARCH8,5.59
MARCH8,10.66
MARCH8,7.88
ZFAND4,9.61
buskee; FAM25D; FAM25E; zawskaw,8.18
AGAP4,12.6
NCOA4,14.19
MSMB,4.83
NPY4R,5.5
GPRIN2,5.95
ZNF488,6.56
AGAP9; BMS1P6,13.63
SYT15; ABC7-42404400C24.1,10.45
FRMPD2,5.48
ARHGAP22,4.71
LRRC18,4.37
VSTM4,5.26
FAM170B,4.33
C10orf128,7.02
DRGX,7.73
ERCC6; ERCC6-PGBD3; PGBD3,12.39
OGDHL,7.77
ASAH2,10.73
SGMS1,11.93
A1CF,5.73
CSTF2T,9.12
DKK1,6.16
MBL2,5.84
PCDH15,3.78
ZWINT,11.65
IPMK,10.38
FAM13C,5.94
SLC16A9,5.24
MRLN,4.33
CCDC6,14.27
ANK3,7.96
ANK3,5.33
RHOBTB1,9.35
TMEM26,7.12
RTKN2,13.15
EGR2,4.83
CTNNA3,3.42
DNAJC12,9.11
HERC4,14.12
ATOH7,5.31
PBLD,6.36
RUFY2,13.5
DNA2,9.74
SLC25A16,10.63
SRGN,7.89
TACR2,3.95
NEUROG3,5.59
AIFM2,8.17
TYSND1,9.59
SAR1A,13.55
PPA1,10.86
NPFFR1,5.43
LRRC20,7.33
LRRC20,6.6
NODAL,5.75
PRF1,6.68
TBATA,6.11
PCBD1,12.68
C10orf105,5.42
C10orf54,7.79
PSAP,14.46
SPOCK2,7.35
ASCC1,12.51
ASCC1,7.05
DNAJB12,11.53
MICU1,12.44
MICU1,7.63
PLA2G12B,5.05
P4HA1,11.2
ECD,13.34
CFAP70,4.47
ANXA7,11.41
MSS51,8.03
PPP3CB,11.13
USP54,8.89
MYOZ1,4.65
SYNPO2L,4.07
CAMK2G,9.01
C10orf55,5.37
AP3M1,14.62
ADK,4.92
DUPD1,4.5
DUSP13,4.37
COMTD1,5.8
ZNF503,6.54
KCNMA1,13.33
KCNMA1,7.42
KCNMA1; swamu,8.51
DLG5,8.34
POLR3A,10.22
ZCCHC24,5.52
SFTPA2; SFTPA1,7.64
SFTPD,7.66
ANXA11,13.91
MAT1A,6.59
DYDC1,5.58
LRIT2,4.64
LRIT1,4.35
GRID1,6.53
WAPL,11.33
GLUD1,12.6
KLLN,4.75
RNLS,8.47
ANKRD22,5.46
ACTA2,8.59
CH25H,4.42
LIPA,5.17
SLC16A12,6.73
PANK1,10.05
HTR7,4.69
ANKRD1,14.23
PPP1R3C,6.74
FGFBP3,5.85
CPEB3,5.18
CPEB3,5.78
IDE,10.73
MYOF,14.95
RBP4,6.52
FRA10AC1,12.56
NOC3L,11.48
CYP2C8,4.91
PDLIM1,13.3
SORBS1,6.08
SORBS1,4.37
SORBS1,4.05
SORBS1,4.28
ALDH18A1,12.32
TCTN3,10.13
BLNK,4.78
BLNK,9.13
OPALIN,6.76
TLL2,7.64
TM9SF3,13.73
PIK3AP1,7.57
FRAT2,4.85
RRP12,5.68
RRP12,6.52
EXOSC1,11.88
MMS19,10.25
MORN4,9.51
AVPI1,6.42
SFRP5,6.0
CRTAC1,3.8
LOXL4,5.7
PYROXD2; MIR1287,6.49
HPS1; MIR4685,7.09
HPSE2,3.37
GOT1,13.67
SLC25A28,7.28
COX15,11.19
DNMBP,11.62
CPN1,5.25
CWF19L1; SNORA12,11.11
BLOC1S2,11.03
PKD2L1,4.87
PDZD7,5.7
TLX1NB,5.56
LBX1,5.3
POLL,6.99
FBXW4,10.53
FGF8,7.96
NPM3,8.16
MGEA5,10.72
MGEA5,9.06
KCNIP2,6.47
C10orf76,12.15
LDB1,13.76
PITX3,4.88
CUEDC2,8.36
C10orf95,4.16
ACTR1A,13.23
ARL3,11.75
CYP17A1,5.24
NT5C2,14.59
PCGF6,10.59
USMG5; MIR1307,14.08
CALHM2,7.03
CALHM1,5.02
CALHM3,4.05
SH3PXD2A,7.78
OBFC1,8.84
COL17A1; MIR936,5.25
CFAP43,5.41
ITPRIP,8.14
SORCS1,6.14
XPNPEP1,12.51
XPNPEP1,4.41
SMNDC1,12.6
BBIP1,11.6
GPAM,4.55
NRAP,5.11
DCLRE1A,9.42
CCDC186; MIR2110,10.83
AFAP1L2,6.38
ABLIM1,13.37
GFRA1,12.95
C10orf82,5.02
HSPA12A,4.51
SHTN1,13.23
VAX1,6.42
PDZD8,12.83
RAB11FIP2,11.58
FAM204A,12.25
PRLHR,4.91
CACUL1,13.3
EIF3A,15.12
SFXN4,8.91
PRDX3,14.32
GRK5,5.52
RGS10,11.38
TIAL1,11.56
TIAL1,8.8
MCMBP,13.05
RPL21,13.23
FGFR2,6.33
ATE1,12.07
NSMCE4A,11.39
C10orf120,3.81
C10orf88,10.68
IKZF5,11.12
CPXM2,4.43
CHST15,11.64
OAT,13.86
NKX1-2,4.58
FAM53B,7.79
CTBP2,12.24
CTBP2,7.03
TEX36,4.98
MMP21,4.43
UROS,10.53
DHX32,11.0
ADAM12,9.96
C10orf90,4.67
FAM196A,5.95
CLRN3,5.25
MKI67,14.69
EBF3,6.5
TCERG1L,6.23
BNIP3,12.64
NKX6-2,6.57
CFAP46,5.31
ADAM8,7.31
TUBGCP2,7.61
CALY,8.26
FUOM,8.11
ECHS1,10.91
SPRN,4.24
SYCE1; SPRNP1,5.15
FRG2B,5.9
PFKP,14.69
AKR1C1,15.42
AKR1C3,13.8
PRPF18,10.93
RP11-295P9.3; PRPF18,5.51
SPAG6,4.7
ANXA8L1; ANXA8,6.35
HNRNPA1P33; LINC00842; ANXA8L1,7.79
ADIRF; AGAP11; BMS1P3,6.23
FAM25A,9.5
NUTM2D,5.47
FFAR4,4.18
HELLS,12.44
CYP2C18,5.19
CYP2C19,6.75
ENTPD1,5.67
C10orf131,5.03
CC2D2B,4.14
HOGA1,6.87
PI4K2A,12.0
ENTPD7,10.83
CUTC,11.74
KAZALD1,4.3
KAZALD1,4.64
BORCS7,9.65
AS3MT,10.74
BORCS7-ASMT,10.22
GSTO2,4.67
LHPP,5.07
ZNF511,9.09
PRAP1,5.4
PAOX,6.13
MTG1,8.75
AKR1C2,15.38
IL15RA,9.97
BEND7,8.97
ACBD7,8.85
NSUN6,8.0
NSUN6,6.33
EBLN1,6.36
MPP7,7.09
MTPAP,13.45
MIR7162; GOLGA2P6; MTPAP,5.46
ZNF438,9.1
PARG,10.24
ANXA8,5.4
ANXA8,6.3
FAM25G; FAM25C; FAM25BP,7.66
FAM25C,8.53
JMJD1C,12.03
DNAJC9,10.88
DNAJC9,7.68
MRPS16,12.63
AGAP5,11.77
NDST2,7.95
MMRN2,4.25
ADIRF-AS1; RP11-96C23.15; MMRN2,5.86
ATAD1,13.79
LIPA,12.98
LIPA,5.5
SLIT1; ARHGAP19-SLIT1,7.4
ARHGAP19,10.77
ARHGAP19-SLIT1,10.33
RRP12,6.49
RRP12,7.33
ERLIN1,12.5
CHUK,8.42
SEC31B,5.87
NDUFB8,13.59
MRPL43,11.34
PSD,5.43
ZDHHC6,11.47
CUZD1,6.69
FAM24B,9.46
FAM53B,8.04
METTL10,11.25
STK32C,7.1
STK32C,10.14
MRPL23; LOC102724828; AC004556.1,7.53
LINC01219,4.93
SCGB1C1,9.27
ODF3,5.81
RIC8A; MIR6743,12.14
PSMD13,12.44
NLRP6,6.24
ATHL1,6.28
B4GALNT4,7.12
PKP3,5.89
PTDSS2,9.45
LRRC56,8.93
RASSF7,8.77
PHRF1,9.64
DRD4,6.34
EPS8L2,10.52
TMEM80,7.87
TALDO1,11.0
PANO1,6.03
RPLP2; SNORA52,14.24
PNPLA2,5.98
CRACR2B,6.94
CD151,12.33
TSPAN4,9.79
AP2A2,10.73
MUC2,5.34
MUC5AC,4.61
MUC5B,6.59
BRSK2,6.75
SYT8,5.23
KRTAP5-AS1,7.36
KRTAP5-5,6.96
KRTAP5-6,6.8
TNNI2,5.59
LSP1; MIR7847,11.36
TNNT3,6.28
MRPL23,5.22
LINC01219,4.63
IGF2-AS,5.08
TSPAN32,5.36
CD81,12.09
TSSC4,7.77
KCNQ1,6.66
SLC22A18,5.68
MRGPRG-AS1,5.29
ART1,8.01
PGAP2,7.59
STIM1; MIR4687,11.16
RRM1,15.01
OR52K2,8.08
OR52K1,4.38
OR52M1,5.27
OR52I2,4.31
OR52I1,4.85
OR51D1,4.73
OR51E1,5.89
MMP26,4.16
OR51F2,3.63
OR51T1,4.06
OR51A7,4.21
OR51L1,4.0
OR52J3,4.26
OR52E1,4.61
OR51B6,4.0
OR51M1,3.95
OR51J1,4.2
OR51Q1,3.38
OR51I2,3.75
OR52D1,6.69
OR52B6,4.58
OR52N4,3.93
OR52N2,6.49
OR52E4,5.03
OR56A3,4.53
OR56B4,4.6
OR52W1,4.9
C11orf42,4.22
CNGA4,4.35
CCKBR,7.63
SMPD1,8.26
ILK,12.17
OR2AG1,4.76
OR10A5,4.11
OR10A2,4.79
OR10A4,4.1
OR2D3,4.57
ZNF215,6.21
NLRP14,5.05
RBMXL2,4.88
SYT9,4.4
OLFML1,5.14
PPFIBP2,6.53
EIF3F,11.73
TUB,8.14
RPL27A; SNORA3A; SNORA3B,11.97
AKIP1,8.16
IPO7; SNORA23,14.06
ZNF143,12.88
WEE1,12.45
SWAP70,11.91
ADM,12.08
MRVI1-AS1,7.51
CTR9,11.12
USP47,14.8
MICALCL,6.05
PARVA,11.93
